           4           6          45         192  ! atoms, atom pairs, groups/coefficients, terms
    TERM   GROUP : EXPONENTS
      56      23 :        0       0       2       0       1       0
      57      25 :        0       0       2       0       1       1
      58      24 :        0       0       2       0       2       0
      59      26 :        0       0       2       1       0       1
      60      26 :        0       0       2       1       1       0
      61      27 :        0       0       3       0       0       0
      62      28 :        0       0       3       0       0       1
      63      28 :        0       0       3       0       1       0
      64      29 :        0       0       4       0       0       0
      65      12 :        0       1       0       0       0       0
      66      13 :        0       1       0       0       0       1
      67      14 :        0       1       0       0       0       2
      68      15 :        0       1       0       0       0       3
      69      18 :        0       1       0       0       1       1
      70      19 :        0       1       0       0       1       2
      71      21 :        0       1       0       0       2       1
      72      13 :        0       1       0       1       0       0
      73      16 :        0       1       0       1       0       1
      74      17 :        0       1       0       1       0       2
      75      18 :        0       1       0       1       1       0
      76      20 :        0       1       0       1       1       1
      77      21 :        0       1       0       1       2       0
      78      14 :        0       1       0       2       0       0
      79      17 :        0       1       0       2       0       1
      80      19 :        0       1       0       2       1       0
      81      15 :        0       1       0       3       0       0
      82      30 :        0       1       1       0       0       0
      83      31 :        0       1       1       0       0       1
      84      32 :        0       1       1       0       0       2
      85      33 :        0       1       1       0       1       0
      86      34 :        0       1       1       0       1       1
      87      35 :        0       1       1       0       2       0
      88      33 :        0       1       1       1       0       0
      89      34 :        0       1       1       1       0       1
      90      36 :        0       1       1       1       1       0
      91      35 :        0       1       1       2       0       0
      92      37 :        0       1       2       0       0       0
      93      38 :        0       1       2       0       0       1
      94      39 :        0       1       2       0       1       0
      95      40 :        0       1       2       1       0       0
      96      41 :        0       1       3       0       0       0
      97      22 :        0       2       0       0       0       0
      98      23 :        0       2       0       0       0       1
      99      24 :        0       2       0       0       0       2
     100      26 :        0       2       0       0       1       1
     101      23 :        0       2       0       1       0       0
     102      25 :        0       2       0       1       0       1
     103      26 :        0       2       0       1       1       0
     104      24 :        0       2       0       2       0       0
     105      37 :        0       2       1       0       0       0
     106      38 :        0       2       1       0       0       1
     107      40 :        0       2       1       0       1       0
     108      39 :        0       2       1       1       0       0
     109      42 :        0       2       2       0       0       0
     110      27 :        0       3       0       0       0       0
     111      28 :        0       3       0       0       0       1
     112      28 :        0       3       0       1       0       0
     113      41 :        0       3       1       0       0       0
     114      29 :        0       4       0       0       0       0
     115      12 :        1       0       0       0       0       0
     116      13 :        1       0       0       0       1       0
     117      18 :        1       0       0       0       1       1
     118      21 :        1       0       0       0       1       2
     119      14 :        1       0       0       0       2       0
     120      19 :        1       0       0       0       2       1
     121      15 :        1       0       0       0       3       0
     122      13 :        1       0       0       1       0       0
     123      18 :        1       0       0       1       0       1
     124      21 :        1       0       0       1       0       2
     125      16 :        1       0       0       1       1       0
     126      20 :        1       0       0       1       1       1
     127      17 :        1       0       0       1       2       0
     128      14 :        1       0       0       2       0       0
     129      19 :        1       0       0       2       0       1
     130      17 :        1       0       0       2       1       0
     131      15 :        1       0       0       3       0       0
     132      30 :        1       0       1       0       0       0
     133      33 :        1       0       1       0       0       1
     134      35 :        1       0       1       0       0       2
     135      31 :        1       0       1       0       1       0
     136      34 :        1       0       1       0       1       1
     137      32 :        1       0       1       0       2       0
     138      33 :        1       0       1       1       0       0
     139      36 :        1       0       1       1       0       1
     140      34 :        1       0       1       1       1       0
     141      35 :        1       0       1       2       0       0
     142      37 :        1       0       2       0       0       0
     143      39 :        1       0       2       0       0       1
     144      38 :        1       0       2       0       1       0
     145      40 :        1       0       2       1       0       0
     146      41 :        1       0       3       0       0       0
     147      30 :        1       1       0       0       0       0
     148      33 :        1       1       0       0       0       1
     149      35 :        1       1       0       0       0       2
     150      33 :        1       1       0       0       1       0
     151      36 :        1       1       0       0       1       1
     152      35 :        1       1       0       0       2       0
     153      31 :        1       1       0       1       0       0
     154      34 :        1       1       0       1       0       1
     155      34 :        1       1       0       1       1       0
     156      32 :        1       1       0       2       0       0
     157      43 :        1       1       1       0       0       0
     158      44 :        1       1       1       0       0       1
     159      44 :        1       1       1       0       1       0
     160      44 :        1       1       1       1       0       0
     161      45 :        1       1       2       0       0       0
     162      37 :        1       2       0       0       0       0
     163      39 :        1       2       0       0       0       1
     164      40 :        1       2       0       0       1       0
     165      38 :        1       2       0       1       0       0
     166      45 :        1       2       1       0       0       0
     167      41 :        1       3       0       0       0       0
     168      22 :        2       0       0       0       0       0
     169      23 :        2       0       0       0       1       0
     170      26 :        2       0       0       0       1       1
     171      24 :        2       0       0       0       2       0
     172      23 :        2       0       0       1       0       0
     173      26 :        2       0       0       1       0       1
     174      25 :        2       0       0       1       1       0
     175      24 :        2       0       0       2       0       0
     176      37 :        2       0       1       0       0       0
     177      40 :        2       0       1       0       0       1
     178      38 :        2       0       1       0       1       0
     179      39 :        2       0       1       1       0       0
     180      42 :        2       0       2       0       0       0
     181      37 :        2       1       0       0       0       0
     182      40 :        2       1       0       0       0       1
     183      39 :        2       1       0       0       1       0
     184      38 :        2       1       0       1       0       0
     185      45 :        2       1       1       0       0       0
     186      42 :        2       2       0       0       0       0
     187      27 :        3       0       0       0       0       0
     188      28 :        3       0       0       0       1       0
     189      28 :        3       0       0       1       0       0
     190      41 :        3       0       1       0       0       0
     191      41 :        3       1       0       0       0       0
     192      29 :        4       0       0       0       0       0
