           6          15           8          91  ! atoms, atom pairs, groups/coefficients, terms
    TERM   GROUP : EXPONENTS
      65       5 :        0       0       1       0       0       0       0       0       0       0       0       0       0       0       0
      66       6 :        0       0       1       0       0       0       0       0       0       0       0       0       0       1       0
      67       6 :        0       0       1       0       0       0       0       0       0       0       0       0       1       0       0
      68       6 :        0       0       1       0       0       0       0       0       0       1       0       0       0       0       0
      69       6 :        0       0       1       0       0       0       1       0       0       0       0       0       0       0       0
      70       8 :        0       0       1       0       1       0       0       0       0       0       0       0       0       0       0
      71       8 :        0       0       1       1       0       0       0       0       0       0       0       0       0       0       0
      72       7 :        0       0       2       0       0       0       0       0       0       0       0       0       0       0       0
      73       5 :        0       1       0       0       0       0       0       0       0       0       0       0       0       0       0
      74       6 :        0       1       0       0       0       0       0       0       0       0       0       1       0       0       0
      75       6 :        0       1       0       0       0       0       0       0       0       0       1       0       0       0       0
      76       6 :        0       1       0       0       0       0       0       0       0       1       0       0       0       0       0
      77       6 :        0       1       0       0       0       1       0       0       0       0       0       0       0       0       0
      78       8 :        0       1       0       0       1       0       0       0       0       0       0       0       0       0       0
      79       8 :        0       1       0       1       0       0       0       0       0       0       0       0       0       0       0
      80       8 :        0       1       1       0       0       0       0       0       0       0       0       0       0       0       0
      81       7 :        0       2       0       0       0       0       0       0       0       0       0       0       0       0       0
      82       5 :        1       0       0       0       0       0       0       0       0       0       0       0       0       0       0
      83       6 :        1       0       0       0       0       0       0       0       1       0       0       0       0       0       0
      84       6 :        1       0       0       0       0       0       0       1       0       0       0       0       0       0       0
      85       6 :        1       0       0       0       0       0       1       0       0       0       0       0       0       0       0
      86       6 :        1       0       0       0       0       1       0       0       0       0       0       0       0       0       0
      87       8 :        1       0       0       0       1       0       0       0       0       0       0       0       0       0       0
      88       8 :        1       0       0       1       0       0       0       0       0       0       0       0       0       0       0
      89       8 :        1       0       1       0       0       0       0       0       0       0       0       0       0       0       0
      90       8 :        1       1       0       0       0       0       0       0       0       0       0       0       0       0       0
      91       7 :        2       0       0       0       0       0       0       0       0       0       0       0       0       0       0
